# This file contains a sequence of unicode symbols that can be displayed
# with Powerline Font. A unicode character could be inserted by pressing
# ctrl+shift u+(unicode code)+(space/enter/tab)

⟭     0x27ED
⟮     0x27EE
⟯     0x27EF
⟰     0x27F0
⟱     0x27F1
⟲     0x27F2
⟳     0x27F3
⟴     0x27F4
⟵     0x27F5
⟶     0x27F6
⟷     0x27F7
⟸     0x27F8
⟹     0x27F9
⟺     0x27FA
⟻     0x27FB
⟼     0x27FC
⟽     0x27FD
⟾     0x27FE
⟿     0x27FF
⠀     0x2800
⠁     0x2801
⠂     0x2802
⠃     0x2803
⠄     0x2804
⠅     0x2805
⠆     0x2806
⠇     0x2807
⠈     0x2808
⠉     0x2809
⠊     0x280A
⠋     0x280B
⠌     0x280C
⠍     0x280D
⠎     0x280E
⠏     0x280F
⠐     0x2810
⠑     0x2811
⠒     0x2812
⠓     0x2813
⠔     0x2814
⠕     0x2815
⠖     0x2816
⠗     0x2817
⠘     0x2818
⠙     0x2819
⠚     0x281A
⠛     0x281B
⠜     0x281C
⠝     0x281D
⠞     0x281E
⠟     0x281F
⠠     0x2820
⠡     0x2821
⠢     0x2822
⠣     0x2823
⠤     0x2824
⠥     0x2825
⠦     0x2826
⠧     0x2827
⠨     0x2828
⠩     0x2829
⠪     0x282A
⠫     0x282B
⠬     0x282C
⠭     0x282D
⠮     0x282E
⠯     0x282F
⠰     0x2830
⠱     0x2831
⠲     0x2832
⠳     0x2833
⠴     0x2834
⠵     0x2835
⠶     0x2836
⠷     0x2837
⠸     0x2838
⠹     0x2839
⠺     0x283A
⠻     0x283B
⠼     0x283C
⠽     0x283D
⠾     0x283E
⠿     0x283F
⡀     0x2840
⡁     0x2841
⡂     0x2842
⡃     0x2843
⡄     0x2844
⡅     0x2845
⡆     0x2846
⡇     0x2847
⡈     0x2848
⡉     0x2849
⡊     0x284A
⡋     0x284B
⡌     0x284C
⡍     0x284D
⡎     0x284E
⡏     0x284F
⡐     0x2850
⡑     0x2851
⡒     0x2852
⡓     0x2853
⡔     0x2854
⡕     0x2855
⡖     0x2856
⡗     0x2857
⡘     0x2858
⡙     0x2859
⡚     0x285A
⡛     0x285B
⡜     0x285C
⡝     0x285D
⡞     0x285E
⡟     0x285F
⡠     0x2860
⡡     0x2861
⡢     0x2862
⡣     0x2863
⡤     0x2864
⡥     0x2865
⡦     0x2866
⡧     0x2867
⡨     0x2868
⡩     0x2869
⡪     0x286A
⡫     0x286B
⡬     0x286C
⡭     0x286D
⡮     0x286E
⡯     0x286F
⡰     0x2870
⡱     0x2871
⡲     0x2872
⡳     0x2873
⡴     0x2874
⡵     0x2875
⡶     0x2876
⡷     0x2877
⡸     0x2878
⡹     0x2879
⡺     0x287A
⡻     0x287B
⡼     0x287C
⡽     0x287D
⡾     0x287E
⡿     0x287F
⢀     0x2880
⢁     0x2881
⢂     0x2882
⢃     0x2883
⢄     0x2884
⢅     0x2885
⢆     0x2886
⢇     0x2887
⢈     0x2888
⢉     0x2889
⢊     0x288A
⢋     0x288B
⢌     0x288C
⢍     0x288D
⢎     0x288E
⢏     0x288F
⢐     0x2890
⢑     0x2891
⢒     0x2892
⢓     0x2893
⢔     0x2894
⢕     0x2895
⢖     0x2896
⢗     0x2897
⢘     0x2898
⢙     0x2899
⢚     0x289A
⢛     0x289B
⢜     0x289C
⢝     0x289D
⢞     0x289E
⢟     0x289F
⢠     0x28A0
⢡     0x28A1
⢢     0x28A2
⢣     0x28A3
⢤     0x28A4
⢥     0x28A5
⢦     0x28A6
⢧     0x28A7
⢨     0x28A8
⢩     0x28A9
⢪     0x28AA
⢫     0x28AB
⢬     0x28AC
⢭     0x28AD
⢮     0x28AE
⢯     0x28AF
⢰     0x28B0
⢱     0x28B1
⢲     0x28B2
⢳     0x28B3
⢴     0x28B4
⢵     0x28B5
⢶     0x28B6
⢷     0x28B7
⢸     0x28B8
⢹     0x28B9
⢺     0x28BA
⢻     0x28BB
⢼     0x28BC
⢽     0x28BD
⢾     0x28BE
⢿     0x28BF
⣀     0x28C0
⣁     0x28C1
⣂     0x28C2
⣃     0x28C3
⣄     0x28C4
⣅     0x28C5
⣆     0x28C6
⣇     0x28C7
⣈     0x28C8
⣉     0x28C9
⣊     0x28CA
⣋     0x28CB
⣌     0x28CC
⣍     0x28CD
⣎     0x28CE
⣏     0x28CF
⣐     0x28D0
⣑     0x28D1
⣒     0x28D2
⣓     0x28D3
⣔     0x28D4
⣕     0x28D5
⣖     0x28D6
⣗     0x28D7
⣘     0x28D8
⣙     0x28D9
⣚     0x28DA
⣛     0x28DB
⣜     0x28DC
⣝     0x28DD
⣞     0x28DE
⣟     0x28DF
⣠     0x28E0
⣡     0x28E1
⣢     0x28E2
⣣     0x28E3
⣤     0x28E4
⣥     0x28E5
⣦     0x28E6
⣧     0x28E7
⣨     0x28E8
⣩     0x28E9
⣪     0x28EA
⣫     0x28EB
⣬     0x28EC
⣭     0x28ED
⣮     0x28EE
⣯     0x28EF
⣰     0x28F0
⣱     0x28F1
⣲     0x28F2
⣳     0x28F3
⣴     0x28F4
⣵     0x28F5
⣶     0x28F6
⣷     0x28F7
⣸     0x28F8
⣹     0x28F9
⣺     0x28FA
⣻     0x28FB
⣼     0x28FC
⣽     0x28FD
⣾     0x28FE
⣿     0x28FF
⤀     0x2900
⤁     0x2901
⤂     0x2902
⤃     0x2903
⤄     0x2904
⤅     0x2905
⤆     0x2906
⤇     0x2907
⤈     0x2908
⤉     0x2909
⤊     0x290A
⤋     0x290B
⤌     0x290C
⤍     0x290D
⤎     0x290E
⤏     0x290F
⤐     0x2910
⤑     0x2911
⤒     0x2912
⤓     0x2913
⤔     0x2914
⤕     0x2915
⤖     0x2916
⤗     0x2917
⤘     0x2918
⤙     0x2919
⤚     0x291A
⤛     0x291B
⤜     0x291C
⤝     0x291D
⤞     0x291E
⤟     0x291F
⤠     0x2920
⤡     0x2921
⤢     0x2922
⤣     0x2923
⤤     0x2924
⤥     0x2925
⤦     0x2926
⤧     0x2927
⤨     0x2928
⤩     0x2929
⤪     0x292A
⤫     0x292B
⤬     0x292C
⤭     0x292D
⤮     0x292E
⤯     0x292F
⤰     0x2930
⤱     0x2931
⤲     0x2932
⤳     0x2933
⤴     0x2934
⤵     0x2935
⤶     0x2936
⤷     0x2937
⤸     0x2938
⤹     0x2939
⤺     0x293A
⤻     0x293B
⤼     0x293C
⤽     0x293D
⤾     0x293E
⤿     0x293F
⥀     0x2940
⥁     0x2941
⥂     0x2942
⥃     0x2943
⥄     0x2944
⥅     0x2945
⥆     0x2946
⥇     0x2947
⥈     0x2948
⥉     0x2949
⥊     0x294A
⥋     0x294B
⥌     0x294C
⥍     0x294D
⥎     0x294E
⥏     0x294F
⥐     0x2950
⥑     0x2951
⥒     0x2952
⥓     0x2953
⥔     0x2954
⥕     0x2955
⥖     0x2956
⥗     0x2957
⥘     0x2958
⥙     0x2959
⥚     0x295A
⥛     0x295B
⥜     0x295C
⥝     0x295D
⥞     0x295E
⥟     0x295F
⥠     0x2960
⥡     0x2961
⥢     0x2962
⥣     0x2963
⥤     0x2964
⥥     0x2965
⥦     0x2966
⥧     0x2967
⥨     0x2968
⥩     0x2969
⥪     0x296A
⥫     0x296B
⥬     0x296C
⥭     0x296D
⥮     0x296E
⥯     0x296F
⥰     0x2970
⥱     0x2971
⥲     0x2972
⥳     0x2973
⥴     0x2974
⥵     0x2975
⥶     0x2976
⥷     0x2977
⥸     0x2978
⥹     0x2979
⥺     0x297A
⥻     0x297B
⥼     0x297C
⥽     0x297D
⥾     0x297E
⥿     0x297F
⦀     0x2980
⦁     0x2981
⦂     0x2982
⦃     0x2983
⦄     0x2984
⦅     0x2985
⦆     0x2986
⦇     0x2987
⦈     0x2988
⦉     0x2989
⦊     0x298A
⦋     0x298B
⦌     0x298C
⦍     0x298D
⦎     0x298E
⦏     0x298F
⦐     0x2990
⦑     0x2991
⦒     0x2992
⦓     0x2993
⦔     0x2994
⦕     0x2995
⦖     0x2996
⦗     0x2997
⦘     0x2998
⦙     0x2999
⦚     0x299A
⦛     0x299B
⦜     0x299C
⦝     0x299D
⦞     0x299E
⦟     0x299F
⦠     0x29A0
⦡     0x29A1
⦢     0x29A2
⦣     0x29A3
⦤     0x29A4
⦥     0x29A5
⦦     0x29A6
⦧     0x29A7
⦨     0x29A8
⦩     0x29A9
⦪     0x29AA
⦫     0x29AB
⦬     0x29AC
⦭     0x29AD
⦮     0x29AE
⦯     0x29AF
⦰     0x29B0
⦱     0x29B1
⦲     0x29B2
⦳     0x29B3
⦴     0x29B4
⦵     0x29B5
⦶     0x29B6
⦷     0x29B7
⦸     0x29B8
⦹     0x29B9
⦺     0x29BA
⦻     0x29BB
⦼     0x29BC
⦽     0x29BD
⦾     0x29BE
⦿     0x29BF
⧀     0x29C0
⧁     0x29C1
⧂     0x29C2
⧃     0x29C3
⧄     0x29C4
⧅     0x29C5
⧆     0x29C6
⧇     0x29C7
⧈     0x29C8
⧉     0x29C9
⧊     0x29CA
⧋     0x29CB
⧌     0x29CC
⧍     0x29CD
⧎     0x29CE
⧏     0x29CF
⧐     0x29D0
⧑     0x29D1
⧒     0x29D2
⧓     0x29D3
⧔     0x29D4
⧕     0x29D5
⧖     0x29D6
⧗     0x29D7
⧘     0x29D8
⧙     0x29D9
⧚     0x29DA
⧛     0x29DB
⧜     0x29DC
⧝     0x29DD
⧞     0x29DE
⧟     0x29DF
⧠     0x29E0
⧡     0x29E1
⧢     0x29E2
⧣     0x29E3
⧤     0x29E4
⧥     0x29E5
⧦     0x29E6
⧧     0x29E7
⧨     0x29E8
⧩     0x29E9
⧪     0x29EA
⧫     0x29EB
⧬     0x29EC
⧭     0x29ED
⧮     0x29EE
⧯     0x29EF
⧰     0x29F0
⧱     0x29F1
⧲     0x29F2
⧳     0x29F3
⧴     0x29F4
⧵     0x29F5
⧶     0x29F6
⧷     0x29F7
⧸     0x29F8
⧹     0x29F9
⧺     0x29FA
⧻     0x29FB
⧼     0x29FC
⧽     0x29FD
⧾     0x29FE
⧿     0x29FF
⨀     0x2A00
⨁     0x2A01
⨂     0x2A02
⨃     0x2A03
⨄     0x2A04
⨅     0x2A05
⨆     0x2A06
⨇     0x2A07
⨈     0x2A08
⨉     0x2A09
⨊     0x2A0A
⨋     0x2A0B
⨌     0x2A0C
⨍     0x2A0D
⨎     0x2A0E
⨏     0x2A0F
⨐     0x2A10
⨑     0x2A11
⨒     0x2A12
⨓     0x2A13
⨔     0x2A14
⨕     0x2A15
⨖     0x2A16
⨗     0x2A17
⨘     0x2A18
⨙     0x2A19
⨚     0x2A1A
⨛     0x2A1B
⨜     0x2A1C
⨝     0x2A1D
⨞     0x2A1E
⨟     0x2A1F
⨠     0x2A20
⨡     0x2A21
⨢     0x2A22
⨣     0x2A23
⨤     0x2A24
⨥     0x2A25
⨦     0x2A26
⨧     0x2A27
⨨     0x2A28
⨩     0x2A29
⨪     0x2A2A
⨫     0x2A2B
⨬     0x2A2C
⨭     0x2A2D
⨮     0x2A2E
⨯     0x2A2F
⨰     0x2A30
⨱     0x2A31
⨲     0x2A32
⨳     0x2A33
⨴     0x2A34
⨵     0x2A35
⨶     0x2A36
⨷     0x2A37
⨸     0x2A38
⨹     0x2A39
⨺     0x2A3A
⨻     0x2A3B
⨼     0x2A3C
⨽     0x2A3D
⨾     0x2A3E
⨿     0x2A3F
⩀     0x2A40
⩁     0x2A41
⩂     0x2A42
⩃     0x2A43
⩄     0x2A44
⩅     0x2A45
⩆     0x2A46
⩇     0x2A47
⩈     0x2A48
⩉     0x2A49
⩊     0x2A4A
⩋     0x2A4B
⩌     0x2A4C
⩍     0x2A4D
⩎     0x2A4E
⩏     0x2A4F
⩐     0x2A50
⩑     0x2A51
⩒     0x2A52
⩓     0x2A53
⩔     0x2A54
⩕     0x2A55
⩖     0x2A56
⩗     0x2A57
⩘     0x2A58
⩙     0x2A59
⩚     0x2A5A
⩛     0x2A5B
⩜     0x2A5C
⩝     0x2A5D
⩞     0x2A5E
⩟     0x2A5F
⩠     0x2A60
⩡     0x2A61
⩢     0x2A62
⩣     0x2A63
⩤     0x2A64
⩥     0x2A65
⩦     0x2A66
⩧     0x2A67
⩨     0x2A68
⩩     0x2A69
⩪     0x2A6A
⩫     0x2A6B
⩬     0x2A6C
⩭     0x2A6D
⩮     0x2A6E
⩯     0x2A6F
⩰     0x2A70
⩱     0x2A71
⩲     0x2A72
⩳     0x2A73
⩴     0x2A74
⩵     0x2A75
⩶     0x2A76
⩷     0x2A77
⩸     0x2A78
⩹     0x2A79
⩺     0x2A7A
⩻     0x2A7B
⩼     0x2A7C
⩽     0x2A7D
⩾     0x2A7E
⩿     0x2A7F
⪀     0x2A80
⪁     0x2A81
⪂     0x2A82
⪃     0x2A83
⪄     0x2A84
⪅     0x2A85
⪆     0x2A86
⪇     0x2A87
⪈     0x2A88
⪉     0x2A89
⪊     0x2A8A
⪋     0x2A8B
⪌     0x2A8C
⪍     0x2A8D
⪎     0x2A8E
⪏     0x2A8F
⪐     0x2A90
⪑     0x2A91
⪒     0x2A92
⪓     0x2A93
⪔     0x2A94
⪕     0x2A95
⪖     0x2A96
⪗     0x2A97
⪘     0x2A98
⪙     0x2A99
⪚     0x2A9A
⪛     0x2A9B
⪜     0x2A9C
⪝     0x2A9D
⪞     0x2A9E
⪟     0x2A9F
⪠     0x2AA0
⪡     0x2AA1
⪢     0x2AA2
⪣     0x2AA3
⪤     0x2AA4
⪥     0x2AA5
⪦     0x2AA6
⪧     0x2AA7
⪨     0x2AA8
⪩     0x2AA9
⪪     0x2AAA
⪫     0x2AAB
⪬     0x2AAC
⪭     0x2AAD
⪮     0x2AAE
⪯     0x2AAF
⪰     0x2AB0
⪱     0x2AB1
⪲     0x2AB2
⪳     0x2AB3
⪴     0x2AB4
⪵     0x2AB5
⪶     0x2AB6
⪷     0x2AB7
⪸     0x2AB8
⪹     0x2AB9
⪺     0x2ABA
⪻     0x2ABB
⪼     0x2ABC
⪽     0x2ABD
⪾     0x2ABE
⪿     0x2ABF
⫀     0x2AC0
⫁     0x2AC1
⫂     0x2AC2
⫃     0x2AC3
⫄     0x2AC4
⫅     0x2AC5
⫆     0x2AC6
⫇     0x2AC7
⫈     0x2AC8
⫉     0x2AC9
⫊     0x2ACA
⫋     0x2ACB
⫌     0x2ACC
⫍     0x2ACD
⫎     0x2ACE
⫏     0x2ACF
⫐     0x2AD0
⫑     0x2AD1
⫒     0x2AD2
⫓     0x2AD3
⫔     0x2AD4
⫕     0x2AD5
⫖     0x2AD6
⫗     0x2AD7
⫘     0x2AD8
⫙     0x2AD9
⫚     0x2ADA
⫛     0x2ADB
⫝̸     0x2ADC
⫝     0x2ADD
⫞     0x2ADE
⫟     0x2ADF
⫠     0x2AE0
⫡     0x2AE1
⫢     0x2AE2
⫣     0x2AE3
⫤     0x2AE4
⫥     0x2AE5
⫦     0x2AE6
⫧     0x2AE7
⫨     0x2AE8
⫩     0x2AE9
⫪     0x2AEA
⫫     0x2AEB
⫬     0x2AEC
⫭     0x2AED
⫮     0x2AEE
⫯     0x2AEF
⫰     0x2AF0
⫱     0x2AF1
⫲     0x2AF2
⫳     0x2AF3
⫴     0x2AF4
⫵     0x2AF5
⫶     0x2AF6
⫷     0x2AF7
⫸     0x2AF8
⫹     0x2AF9
⫺     0x2AFA
⫻     0x2AFB
⫼     0x2AFC
⫽     0x2AFD
⫾     0x2AFE
⫿     0x2AFF
⬀     0x2B00
⬁     0x2B01
⬂     0x2B02
⬃     0x2B03
⬄     0x2B04
⬅     0x2B05
⬆     0x2B06
⬇     0x2B07
⬈     0x2B08
⬉     0x2B09
⬊     0x2B0A
⬋     0x2B0B
⬌     0x2B0C
⬍     0x2B0D
⬎     0x2B0E
⬏     0x2B0F
⬐     0x2B10
⬑     0x2B11
⬒     0x2B12
⬓     0x2B13
⬔     0x2B14
⬕     0x2B15
⬖     0x2B16
⬗     0x2B17
⬘     0x2B18
⬙     0x2B19
⬚     0x2B1A
⬛     0x2B1B
⬜     0x2B1C
⬝     0x2B1D
⬞     0x2B1E
⬟     0x2B1F
⬠     0x2B20
⬡     0x2B21
⬢     0x2B22
⬣     0x2B23
⬤     0x2B24
⬥     0x2B25
⬦     0x2B26
⬧     0x2B27
⬨     0x2B28
⬩     0x2B29
⬪     0x2B2A
⬫     0x2B2B
⬬     0x2B2C
⬭     0x2B2D
⬮     0x2B2E
⬯     0x2B2F
⬰     0x2B30
⬱     0x2B31
⬲     0x2B32
⬳     0x2B33
⬴     0x2B34
⬵     0x2B35
⬶     0x2B36
⬷     0x2B37
⬸     0x2B38
⬹     0x2B39
⬺     0x2B3A
⬻     0x2B3B
⬼     0x2B3C
⬽     0x2B3D
⬾     0x2B3E
⬿     0x2B3F
⭀     0x2B40
⭁     0x2B41
⭂     0x2B42
⭃     0x2B43
⭄     0x2B44
⭅     0x2B45
⭆     0x2B46
⭇     0x2B47
⭈     0x2B48
⭉     0x2B49
⭊     0x2B4A
⭋     0x2B4B
⭌     0x2B4C
⭍     0x2B4D
⭎     0x2B4E
⭏     0x2B4F
⭐     0x2B50
⭑     0x2B51
⭒     0x2B52
⭓     0x2B53
⭔     0x2B54
⭕     0x2B55
⭖     0x2B56
⭗     0x2B57
⭘     0x2B58
⭙     0x2B59
     0xE083
     0xE084
     0xE085
     0xE086
     0xE087
     0xE088
     0xE089
     0xE08A
     0xE08B
     0xE08C
     0xE08D
     0xE08E
     0xE08F
     0xE090
     0xE091
     0xE092
     0xE093
     0xE094
     0xE095
     0xE096
     0xE097
     0xE098
     0xE099
     0xE09A
     0xE09B
     0xE09C
     0xE09D
     0xE09E
     0xE09F
     0xE0A0
     0xE0A1
     0xE0A2
     0xE0A3
     0xE0A4
     0xE0A5
     0xE0A6
     0xE0A7
     0xE0A8
     0xE0A9
     0xE0AA
     0xE0AB
     0xE0AC
     0xE0AD
     0xE0AE
     0xE0AF
     0xE0B0			left arrow
     0xE0B1
     0xE0B2
     0xE0B3
     0xE0B4
     0xE0B5
     0xE0B6
     0xE0B7
     0xE0B8
     0xE0B9
     0xE0BA
     0xE0BB
     0xE0BC
     0xE0BD
     0xE0BE
     0xE0BF
     0xE0C0
     0xE0C1
     0xE0C2
     0xE0C3
     0xE0C4
     0xE0C5
     0xE0C6
     0xE0C7
     0xE0C8
     0xE0C9
     0xE0CA
     0xE0CB
     0xE0CC
     0xE0CD
     0xE0CE
     0xE0CF
     0xE0D0
     0xE0D1
     0xE0D2
     0xE0D3
     0xE0D4
     0xE0D5
     0xE0D6
     0xE0D7
     0xE0D8
     0xE0D9
     0xE0DA
     0xE0DB
     0xE0DC
     0xE0DD
     0xE0DE
     0xE0DF
     0xE0E0
     0xE0E1
     0xE0E2
     0xE0E3
     0xE0E4
     0xE0E5
     0xE0E6
     0xE0E7
     0xE0E8
     0xE0E9
     0xE0EA
     0xE0EB
     0xE0EC
     0xE0ED
     0xE0EE
     0xE0EF
     0xE0F0
     0xE0F1
     0xE0F2
     0xE0F3
     0xE0F4
     0xE0F5
     0xE0F6
     0xE0F7
     0xE0F8
     0xE0F9
     0xE0FA
     0xE0FB
     0xE0FC
     0xE0FD
     0xE0FE
     0xE0FF
     0xE100
     0xE101
     0xE102
     0xE103
     0xE104
     0xE105
     0xE106
     0xE107
     0xE108
     0xE109
     0xE10A
     0xE10B
     0xE10C
     0xE10D
     0xE10E
     0xE10F
     0xE110
     0xE111
     0xE112
     0xE113
     0xE114
     0xE115
     0xE116
     0xE117
     0xE118
     0xE119
     0xE11A
     0xE11B
     0xE11C
     0xE11D
     0xE11E
     0xE11F
     0xE120
     0xE121
     0xE122
     0xE123
     0xE124
     0xE125
     0xE126
     0xE127
     0xE128
     0xE129
     0xE12A
     0xE12B
     0xE12C
     0xE12D
     0xE12E
     0xE12F
     0xE130
     0xE131
     0xE132
     0xE133
     0xE134
     0xE135
     0xE136
     0xE137
     0xE138
     0xE139
     0xE13A
     0xE13B
     0xE13C
     0xE13D
     0xE13E
     0xE13F
     0xE140
     0xE141
     0xE142
     0xE143
     0xE144
     0xE145
     0xE146
     0xE147
     0xE148
     0xE149
     0xE14A
     0xE14B
     0xE14C
     0xE14D
     0xE14E
     0xE14F
     0xE150
     0xE151
     0xE152
     0xE153
     0xE154
     0xE155
     0xE156
     0xE157
     0xE158
     0xE159
     0xE15A
     0xE15B
     0xE15C
     0xE15D
     0xE15E
     0xE15F
     0xE160
     0xE161
     0xE162
     0xE163
     0xE164
     0xE165
     0xE166
     0xE167
     0xE168
     0xE169
     0xE16A
     0xE16B
     0xE16C
     0xE16D
     0xE16E
     0xE16F
     0xE170
     0xE171
     0xE172
     0xE173
     0xE174
     0xE175
     0xE176
     0xE177
     0xE178
     0xE179
     0xE17A
     0xE17B
     0xE17C
     0xE17D
     0xE17E
     0xE17F
     0xE180
     0xE181
     0xE182
     0xE183
     0xE184
     0xE185
     0xE186
     0xE187
     0xE188
     0xE189
     0xE18A
     0xE18B
     0xE18C
     0xE18D
     0xE18E
     0xE18F
     0xE190
     0xE191
     0xE192
     0xE193
     0xE194
     0xE195
     0xE196
     0xE197
     0xE198
     0xE199
     0xE19A
     0xE19B
     0xE19C
     0xE19D
     0xE19E
     0xE19F
     0xE1A0
     0xE1A1
     0xE1A2
     0xE1A3
     0xE1A4
     0xE1A5
     0xE1A6
     0xE1A7
     0xE1A8
     0xE1A9
     0xE1AA
     0xE1AB
     0xE1AC
     0xE1AD
     0xE1AE
     0xE1AF
     0xE1B0
     0xE1B1
     0xE1B2
     0xE1B3
     0xE1B4
     0xE1B5
     0xE1B6
     0xE1B7
     0xE1B8
     0xE1B9
     0xE1BA
     0xE1BB
     0xE1BC
     0xE1BD
     0xE1BE
     0xE1BF
     0xE1C0
     0xE1C1
     0xE1C2
     0xE1C3
     0xE1C4
     0xE1C5
     0xE1C6
     0xE1C7
     0xE1C8
     0xE1C9
     0xE1CA
     0xE1CB
     0xE1CC
     0xE1CD
     0xE1CE
     0xE1CF
     0xE1D0
     0xE1D1
     0xE1D2
     0xE1D3
     0xE1D4
     0xE1D5
     0xE1D6
     0xE1D7
     0xE1D8
     0xE1D9
     0xE1DA
     0xE1DB
     0xE1DC
     0xE1DD
     0xE1DE
     0xE1DF
     0xE1E0
     0xE1E1
     0xE1E2
     0xE1E3
     0xE1E4
     0xE1E5
     0xE1E6
     0xE1E7
     0xE1E8
     0xE1E9
     0xE1EA
     0xE1EB
     0xE1EC
     0xE1ED
     0xE1EE
     0xE1EF
     0xE1F0
     0xE1F1
     0xE1F2
     0xE1F3
     0xE1F4
     0xE1F5
     0xE1F6
     0xE1F7
     0xE1F8
     0xE1F9
     0xE1FA
     0xE1FB
     0xE1FC
     0xE1FD
     0xE1FE
     0xE1FF
     0xE200
     0xE201
     0xE202
     0xE203
     0xE204
     0xE205
     0xE206
     0xE207
     0xE208
     0xE209
     0xE20A
     0xE20B
     0xE20C
     0xE20D
     0xE20E
     0xE20F
     0xE210
     0xE211
     0xE212
     0xE213
     0xE214
     0xE215
     0xE216
     0xE217
     0xE218
     0xE219
     0xE21A
     0xE21B
     0xE21C
     0xE21D
     0xE21E
     0xE21F
     0xE220
     0xE221
     0xE222
     0xE223
     0xE224
     0xE225
     0xE226
     0xE227
     0xE228
     0xE229
     0xE22A
     0xE22B
     0xE22C
     0xE22D
     0xE22E
     0xE22F
     0xE230
     0xE231
     0xE232
     0xE233
     0xE234
     0xE235
     0xE236
     0xE237
     0xE238
     0xE239
     0xE23A
     0xE23B
     0xE23C
     0xE23D
     0xE23E
     0xE23F
     0xE240
     0xE241
     0xE242
     0xE243
     0xE244
     0xE245
     0xE246
     0xE247
     0xE248
     0xE249
     0xE24A
     0xE24B
     0xE24C
     0xE24D
     0xE24E
     0xE24F
     0xE250
     0xE251
     0xE252
     0xE253
     0xE254
     0xE255
     0xE256
     0xE257
     0xE258
     0xE259
     0xE25A
     0xE25B
     0xE25C
     0xE25D
     0xE25E
     0xE25F
     0xE260
     0xE261
     0xE262
     0xE263
     0xE264
     0xE265
     0xE266
     0xE267
     0xE268
     0xE269
     0xE26A
     0xE26B
     0xE26C
     0xE26D
     0xE26E
     0xE26F
     0xE270
     0xE271
     0xE272
     0xE273
     0xE274
     0xE275
     0xE276
     0xE277
     0xE278
     0xE279
     0xE27A
     0xE27B
     0xE27C
     0xE27D
     0xE27E
     0xE27F
     0xE280
     0xE281
     0xE282
     0xE283
     0xE284
     0xE285
     0xE286
     0xE287
     0xE288
     0xE289
     0xE28A
     0xE28B
     0xE28C
     0xE28D
     0xE28E
     0xE28F
     0xE290
     0xE291
     0xE292
     0xE293
     0xE294
     0xE295
     0xE296
     0xE297
     0xE298
     0xE299
     0xE29A
     0xE29B
     0xE29C
     0xE29D
     0xE29E
     0xE29F
     0xE2A0
     0xE2A1
     0xE2A2
     0xE2A3
     0xE2A4
     0xE2A5
     0xE2A6
     0xE2A7
     0xE2A8
     0xE2A9
     0xE2AA
     0xE2AB
     0xE2AC
     0xE2AD
     0xE2AE
     0xE2AF
     0xE2B0
     0xE2B1
     0xE2B2
     0xE2B3
     0xE2B4
     0xE2B5
     0xE2B6
     0xE2B7
     0xE2B8
     0xE2B9
     0xE2BA
     0xE2BB
     0xE2BC
     0xE2BD
     0xE2BE
     0xE2BF
     0xE2C0
     0xE2C1
     0xE2C2
     0xE2C3
     0xE2C4
     0xE2C5
     0xE2C6
     0xE2C7
     0xE2C8
     0xE2C9
     0xE2CA
     0xE2CB
     0xE2CC
     0xE2CD
     0xE2CE
     0xE2CF
     0xE2D0
     0xE2D1
     0xE2D2
     0xE2D3
     0xE2D4
     0xE2D5
     0xE2D6
     0xE2D7
     0xE2D8
     0xE2D9
     0xE2DA
     0xE2DB
     0xE2DC
     0xE2DD
     0xE2DE
     0xE2DF
     0xE2E0
     0xE2E1
     0xE2E2
     0xE2E3
     0xE2E4
     0xE2E5
     0xE2E6
     0xE2E7
     0xE2E8
     0xE2E9
     0xE2EA
     0xE2EB
     0xE2EC
     0xE2ED
     0xE2EE
     0xE2EF
     0xE2F0
     0xE2F1
     0xE2F2
     0xE2F3
     0xE2F4
     0xE2F5
     0xE2F6
     0xE2F7
     0xE2F8
     0xE2F9
     0xE2FA
     0xE2FB
     0xE2FC
     0xE2FD
     0xE2FE
     0xE2FF
     0xE300
     0xE301
     0xE302
     0xE303
     0xE304
     0xE305
     0xE306
     0xE307
     0xE308
     0xE309
     0xE30A
     0xE30B
     0xE30C
     0xE30D
     0xE30E
     0xE30F
     0xE310
     0xE311
     0xE312
     0xE313
     0xE314
     0xE315
     0xE316
     0xE317
     0xE318
     0xE319
     0xE31A
     0xE31B
     0xE31C
     0xE3D6
     0xE3D7
     0xE3D8
     0xE3D9
     0xE3DA
     0xE3DB
     0xE3DC
     0xE3DD
     0xE3DE
     0xE3DF
     0xE3E0
     0xE3E1
     0xE3E2
     0xE3E3
     0xE3E4
     0xE3E5
     0xE3E6
     0xE3E7
     0xE3E8
     0xE3E9
     0xE3EA
     0xE3EB
     0xE3EC
     0xE3ED
     0xE3EE
     0xE3EF
     0xE3F0
     0xE3F1
     0xE3F2
     0xE3F3
     0xE3F4
     0xE3F5
     0xE3F6
     0xE3F7
     0xE3F8
     0xE3F9
     0xE3FA
     0xE3FB
     0xE3FC
     0xE3FD
     0xE3FE
     0xE3FF
     0xE400
     0xE401
     0xE407
     0xE408
     0xE409
     0xE40A
     0xE40B
     0xE40C
     0xE40D
     0xE40E
     0xE40F
     0xE417
     0xE418
     0xE419
     0xE41A
     0xE41B
     0xE41C
     0xE41D
     0xE41E
     0xE41F
     0xE420
     0xE421
     0xE422
     0xE423
     0xE424
     0xE425
     0xE426
     0xE427
     0xE428
     0xE429
     0xE42A
     0xE42B
     0xE42C
     0xE42D
     0xE42E
     0xE42F
